round,rmse,nrmse,ClientId,Clients rmse,Clients nrmse
1,316.6401666379901,0.3043600417497323,"[0, 2, 1]","[314.2522027758909, 319.27642321703416, 316.39187392104515]","[0.30840637240880536, 0.2984794516264995, 0.3061943012138921]"
2,60.139496578578864,0.05776356226350953,"[0, 2, 1]","[57.284594712147765, 63.61769282224507, 59.516202201343745]","[0.056218966467138205, 0.05947377471846382, 0.0575979456049266]"
3,60.13592660413769,0.05776013339164619,"[1, 2, 0]","[59.51267734746472, 63.61390991075263, 57.28119255419572]","[0.05759453436001378, 0.0594702382175959, 0.05621562759732891]"
